Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S88022310,Canada Goose,Branta canadensis,303,X,US-IL,DuPage,L1808867,Wood Dale Reservoir,41.9726752,-87.9885417,2021-05-13,04:08 PM,eBird - Traveling Count,108,1,1.207,,1
S88561951,Canada Goose,Branta canadensis,303,2,US-IL,DuPage,L1808867,Wood Dale Reservoir,41.9726752,-87.9885417,2021-05-19,04:28 PM,eBird - Traveling Count,153,1,3.412,,1
S93698933,Canada Goose,Branta canadensis,303,14,US-IL,DuPage,L1808867,Wood Dale Reservoir,41.9726752,-87.9885417,2021-08-20,04:15 PM,eBird - Traveling Count,159,1,2.72,,1
S94750769,Canada Goose,Branta canadensis,303,72,US-IL,DuPage,L1808867,Wood Dale Reservoir,41.9726752,-87.9885417,2021-09-16,04:24 PM,eBird - Traveling Count,78,1,2.028,,1
S83809104,Canada Goose,Branta canadensis,303,15,US-IN,Hamilton,L891840,"Central Park, Carmel (Entire Park)",39.9520267,-86.1371443,2021-03-21,10:32 AM,eBird - Traveling Count,85,1,3.219,,3
S86763002,Canada Goose,Branta canadensis,303,X,US-IN,Hamilton,L891840,"Central Park, Carmel (Entire Park)",39.9520267,-86.1371443,2021-04-30,07:49 PM,eBird - Traveling Count,62,1,1.046,,3
S87014177,Canada Goose,Branta canadensis,303,6,US-IN,Hamilton,L11410996,East Cherry Street Pond near Terry Lee Crossing,40.042211,-85.991786,2021-05-03,10:25 AM,eBird - Traveling Count,115,1,.612,,3
S82508985,Canada Goose,Branta canadensis,303,X,US-IN,Hamilton,L7199316,Saxony Lake and Fields,39.9839735,-85.9303925,2021-02-28,11:42 AM,eBird - Traveling Count,45,1,.805,,1
S82091173,Canada Goose,Branta canadensis,303,20,US-IL,Kendall,L825517,Yorkville Dam,41.6432855,-88.4439754,2021-02-21,12:00 PM,eBird - Stationary Count,15,1,,,1,,,,310266571
S79701053,Canada Goose,Branta canadensis,303,X,US-IL,La Salle,L164820,Starved Rock State Park,41.3231689,-88.9970684,2021-01-22,06:56 AM,eBird - Traveling Count,302,0,9.511,,1
S94609519,Canada Goose,Branta canadensis,303,3,US-IL,Lake,L152616,Chain-o-Lakes State Park,42.4623,-88.1886,2021-09-13,06:42 AM,eBird - Traveling Count,302,1,9.093,,1
S95194453,Canada Goose,Branta canadensis,303,3,US-IL,Lake,L453843,Fort Sheridan Forest Preserve,42.2226954,-87.8155446,2021-09-26,07:22 AM,eBird - Traveling Count,118,1,4.007,,1
S78933036,Canada Goose,Branta canadensis,303,X,US-IL,Lake,L152655,Illinois Beach SP--South Unit,42.4203,-87.8078,2021-01-09,08:10 AM,eBird - Traveling Count,168,0,2.414,,1
S84676748,Canada Goose,Branta canadensis,303,5,US-IL,Lake,L2411159,"Paulus Park, Lake Zurich",42.1948038,-88.1079294,2021-04-03,10:43 AM,eBird - Traveling Count,33,1,1.127,,1
S82881033,Canada Goose,Branta canadensis,303,10,US-IL,Lake,L152711,Ryerson Conservation Area,42.1795,-87.9149,2021-03-06,11:18 AM,eBird - Traveling Count,139,1,4.925,,1,,,,315937361
S87035629,Canada Goose,Branta canadensis,303,X,US-IN,Lake,L14281607,stakeout Barnacle Goose,41.4975937,-87.4774701,2021-05-03,03:13 PM,eBird - Stationary Count,12,1,,,1
S83886923,Canada Goose,Branta canadensis,303,52,US-IN,Marion,L157179,Eagle Creek Park,39.8751,-86.3037,2021-03-22,09:40 AM,eBird - Traveling Count,130,1,3.621,,3
S98145283,Canada Goose,Branta canadensis,303,10,US-IN,Marion,L157179,Eagle Creek Park,39.8751,-86.3037,2021-11-27,12:09 PM,eBird - Traveling Count,110,1,3.026,,3
S86797731,Canada Goose,Branta canadensis,303,10,US-IN,Marion,L1152431,Eagle Creek Park--Ice Skating Pond,39.8644913,-86.2897968,2021-05-01,09:22 AM,eBird - Traveling Count,90,1,1.819,,3
S86786511,Canada Goose,Branta canadensis,303,15,US-IN,Marion,L2335265,Eagle Creek Park--Marina,39.8644046,-86.302886,2021-05-01,06:59 AM,eBird - Traveling Count,125,1,.724,,3
S86823263,Canada Goose,Branta canadensis,303,7,US-IN,Marion,L2958761,Eagle Creek Park--North Loop,39.8792922,-86.2996754,2021-05-01,11:29 AM,eBird - Traveling Count,180,1,2.977,,3
S83891745,Canada Goose,Branta canadensis,303,20,US-IN,Marion,L1763593,Eagle Creek Park--Ornithology Center (this location only),39.873855,-86.2968183,2021-03-22,09:13 AM,eBird - Traveling Count,27,1,.064,,2
